county	compartment	value
municip5424	relative_reproduction_number	0.809005012749779
municip4642	relative_reproduction_number	0.807100050346284
municip1851	relative_reproduction_number	0.817723909691462
municip3412	relative_reproduction_number	0.950121195995927
municip5031	relative_reproduction_number	0.837773214705799
municip3013	relative_reproduction_number	0.981421341839408
municip4634	relative_reproduction_number	0.862596035687627
municip5028	relative_reproduction_number	0.739310303760533
municip1837	relative_reproduction_number	0.682623298438855
municip5034	relative_reproduction_number	0.83003112655132
municip5027	relative_reproduction_number	0.920609747673813
municip3817	relative_reproduction_number	0.712679971975837
municip4629	relative_reproduction_number	0.893515070419238
municip3047	relative_reproduction_number	0.955455263734135
municip1506	relative_reproduction_number	0.794028368047144
municip1874	relative_reproduction_number	0.959291825617354
municip5418	relative_reproduction_number	0.560132089482874
municip5434	relative_reproduction_number	0.949118653566259
municip5007	relative_reproduction_number	0.808625116568746
municip5044	relative_reproduction_number	0.833096932654153
municip3036	relative_reproduction_number	1.03534326596955
municip1806	relative_reproduction_number	0.586389924193323
municip3040	relative_reproduction_number	0.858549763892219
municip1828	relative_reproduction_number	0.774376059208938
municip3023	relative_reproduction_number	1.0091558164349
municip5442	relative_reproduction_number	0.853139302662963
municip3822	relative_reproduction_number	0.714765081526755
municip3816	relative_reproduction_number	0.840483827120497
municip3451	relative_reproduction_number	0.789810853778278
municip3436	relative_reproduction_number	1.0172357965668
municip5435	relative_reproduction_number	0.661000579718757
municip3414	relative_reproduction_number	0.918858249927269
municip3448	relative_reproduction_number	0.932247507768849
municip5428	relative_reproduction_number	0.445916244302882
municip3052	relative_reproduction_number	0.809879089631555
municip3808	relative_reproduction_number	0.809124662922863
municip5060	relative_reproduction_number	0.71677939617121
municip5021	relative_reproduction_number	0.857156154314125
municip5059	relative_reproduction_number	0.687110157679852
municip3430	relative_reproduction_number	0.757003793702927
municip5020	relative_reproduction_number	0.909350158411555
municip4630	relative_reproduction_number	0.903749208455527
municip5047	relative_reproduction_number	0.854909478285909
municip5436	relative_reproduction_number	0.896623174306077
municip3806	relative_reproduction_number	0.946091553259744
municip3016	relative_reproduction_number	1.01838714573489
municip1833	relative_reproduction_number	0.905288046239249
municip1127	relative_reproduction_number	0.932275660891871
municip1539	relative_reproduction_number	0.805106851576361
municip3424	relative_reproduction_number	0.797089136137049
municip5022	relative_reproduction_number	0.917055843582678
municip5061	relative_reproduction_number	0.590676053687621
municip3439	relative_reproduction_number	0.924471710442126
municip4201	relative_reproduction_number	0.723565696002299
municip3051	relative_reproduction_number	0.885841017652198
municip3027	relative_reproduction_number	1.08517880378508
municip1836	relative_reproduction_number	0.96794442888154
municip5025	relative_reproduction_number	0.481574980135688
municip1856	relative_reproduction_number	0.881357926735719
municip5043	relative_reproduction_number	0.884438528420448
municip3017	relative_reproduction_number	1.01793754368398
municip5417	relative_reproduction_number	0.803728680680675
municip1840	relative_reproduction_number	0.66126506916308
municip4623	relative_reproduction_number	0.85664591936371
municip1514	relative_reproduction_number	0.96282529347691
municip3804	relative_reproduction_number	0.969787589736246
municip1135	relative_reproduction_number	0.708540776334336
municip3437	relative_reproduction_number	0.993586713900875
municip5032	relative_reproduction_number	0.757081893861324
municip3820	relative_reproduction_number	0.815299717939062
municip5421	relative_reproduction_number	0.68486453865346
municip3045	relative_reproduction_number	0.973707295499128
municip3812	relative_reproduction_number	0.974196572560322
municip4228	relative_reproduction_number	0.718202473068861
municip5029	relative_reproduction_number	0.736095669576212
municip3015	relative_reproduction_number	0.941677351398108
municip5427	relative_reproduction_number	0.602878422399887
municip3433	relative_reproduction_number	0.857947707542942
municip1573	relative_reproduction_number	0.817806914545185
municip5041	relative_reproduction_number	0.760047747554624
municip4640	relative_reproduction_number	0.825538392053246
municip1111	relative_reproduction_number	0.823480110740986
municip1124	relative_reproduction_number	0.94139968785875
municip4636	relative_reproduction_number	0.910815361249981
municip1870	relative_reproduction_number	0.695728740856444
municip4649	relative_reproduction_number	0.978264286546791
municip3413	relative_reproduction_number	0.928434442001108
municip1848	relative_reproduction_number	0.895666655810549
municip5006	relative_reproduction_number	0.818901580463004
municip5035	relative_reproduction_number	0.934077448162398
municip4614	relative_reproduction_number	0.944589914922933
municip3423	relative_reproduction_number	0.813776785206224
municip5425	relative_reproduction_number	0.874072575012571
municip1130	relative_reproduction_number	0.832247845890813
municip1525	relative_reproduction_number	0.815353563070171
municip4651	relative_reproduction_number	0.829638771082143
municip1531	relative_reproduction_number	0.96354795156694
municip1134	relative_reproduction_number	0.765164063651554
municip1563	relative_reproduction_number	0.766574982449131
municip4647	relative_reproduction_number	0.762031345400451
municip1566	relative_reproduction_number	0.731122363372746
municip4612	relative_reproduction_number	0.92234390814059
municip1528	relative_reproduction_number	0.43632138887528
municip1812	relative_reproduction_number	0.861878684506824
municip3447	relative_reproduction_number	0.881769525323906
municip3449	relative_reproduction_number	0.875733653089365
municip1845	relative_reproduction_number	0.947101108941195
municip3438	relative_reproduction_number	1.02505562878415
municip3415	relative_reproduction_number	0.953332063644919
municip5419	relative_reproduction_number	0.788567549498305
municip5444	relative_reproduction_number	0.643056341955451
municip5441	relative_reproduction_number	0.722255829720981
municip1121	relative_reproduction_number	0.857337775180011
municip1560	relative_reproduction_number	0.594830156939063
municip3818	relative_reproduction_number	0.816092977308471
municip5412	relative_reproduction_number	0.76326556032785
municip3824	relative_reproduction_number	0.880566484898316
municip3426	relative_reproduction_number	0.800147332126641
municip5401	relative_reproduction_number	0.882246302115747
municip3421	relative_reproduction_number	0.972448713147287
municip1835	relative_reproduction_number	0.952594579971257
municip4213	relative_reproduction_number	0.846760475457435
municip5033	relative_reproduction_number	0.871681643141907
municip3427	relative_reproduction_number	0.698949996061006
municip4616	relative_reproduction_number	0.842772925162348
municip1146	relative_reproduction_number	0.951971529781019
municip3803	relative_reproduction_number	0.9951609093116
municip4618	relative_reproduction_number	0.831686974652207
municip1516	relative_reproduction_number	0.928270285790838
municip4620	relative_reproduction_number	1.06999175259665
municip1151	relative_reproduction_number	0.917066824252445
municip5405	relative_reproduction_number	0.809449429713329
municip4628	relative_reproduction_number	0.940697097759436
municip4221	relative_reproduction_number	0.866679462711182
municip3454	relative_reproduction_number	0.891508013496799
municip1511	relative_reproduction_number	0.881991119621961
municip5404	relative_reproduction_number	0.832211403653093
municip1824	relative_reproduction_number	0.64188774467398
municip1815	relative_reproduction_number	0.913386104339262
municip4212	relative_reproduction_number	0.87358386168188
municip4223	relative_reproduction_number	0.843652993573503
municip5038	relative_reproduction_number	0.913755680954175
municip1535	relative_reproduction_number	0.99279039231547
municip3452	relative_reproduction_number	0.974093877947764
municip3443	relative_reproduction_number	0.912501906127263
municip1860	relative_reproduction_number	0.796957878089078
municip1816	relative_reproduction_number	0.884357554535567
municip4639	relative_reproduction_number	0.884861949738227
municip1160	relative_reproduction_number	0.944112207147227
municip3825	relative_reproduction_number	0.920672170566383
municip1577	relative_reproduction_number	0.848315489734321
municip4621	relative_reproduction_number	0.897203127411632
municip1857	relative_reproduction_number	0.912766485349671
municip1865	relative_reproduction_number	0.679170479364453
municip3435	relative_reproduction_number	0.937753763570379
municip3419	relative_reproduction_number	1.01937549167829
municip3018	relative_reproduction_number	0.988050557981934
municip1868	relative_reproduction_number	0.834432346566965
municip5057	relative_reproduction_number	0.767941196447593
municip1520	relative_reproduction_number	0.862072621898949
municip3442	relative_reproduction_number	0.903373837251356
municip3048	relative_reproduction_number	0.982085023506277
municip3440	relative_reproduction_number	0.893400704890942
municip4626	relative_reproduction_number	0.947147929835485
municip3453	relative_reproduction_number	0.929675284634354
municip5058	relative_reproduction_number	0.744558989950848
municip3043	relative_reproduction_number	0.900869013475097
municip1507	relative_reproduction_number	0.804721704841817
municip4217	relative_reproduction_number	0.764522833958351
municip3422	relative_reproduction_number	0.914543029170038
municip4643	relative_reproduction_number	0.685554675143136
municip3021	relative_reproduction_number	1.01781172122868
municip4224	relative_reproduction_number	0.922822003951559
municip3418	relative_reproduction_number	0.962744928099243
municip1101	S_1	
municip1101	S_2	
municip1101	S_3	
municip1101	S_4	
municip1101	S_5	
municip1101	S_6	
municip1101	S_7	
municip1101	S_8	
municip1101	S_9	
municip1101	E1_1	
municip1101	E1_2	
municip1101	E1_3	
municip1101	E1_4	
municip1101	E1_5	
municip1101	E1_6	
municip1101	E1_7	
municip1101	E1_8	
municip1101	E1_9	
municip1101	E2_1	
municip1101	E2_2	
municip1101	E2_3	
municip1101	E2_4	
municip1101	E2_5	
municip1101	E2_6	
municip1101	E2_7	
municip1101	E2_8	
municip1101	E2_9	
municip1101	I_1	
municip1101	I_2	
municip1101	I_3	
municip1101	I_4	
municip1101	I_5	
municip1101	I_6	
municip1101	I_7	
municip1101	I_8	
municip1101	I_9	
municip1101	Ia_1	
municip1101	Ia_2	
municip1101	Ia_3	
municip1101	Ia_4	
municip1101	Ia_5	
municip1101	Ia_6	
municip1101	Ia_7	
municip1101	Ia_8	
municip1101	Ia_9	
municip1101	R_1	
municip1101	R_2	
municip1101	R_3	
municip1101	R_4	
municip1101	R_5	
municip1101	R_6	
municip1101	R_7	
municip1101	R_8	
municip1101	R_9	
municip1101	prev_H_1	
municip1101	prev_H_2	
municip1101	prev_H_3	
municip1101	prev_H_4	
municip1101	prev_H_5	
municip1101	prev_H_6	
municip1101	prev_H_7	
municip1101	prev_H_8	
municip1101	prev_H_9	
municip1101	prev_ICU_1	
municip1101	prev_ICU_2	
municip1101	prev_ICU_3	
municip1101	prev_ICU_4	
municip1101	prev_ICU_5	
municip1101	prev_ICU_6	
municip1101	prev_ICU_7	
municip1101	prev_ICU_8	
municip1101	prev_ICU_9	
municip1103	S_1	
municip1103	S_2	
municip1103	S_3	
municip1103	S_4	
municip1103	S_5	
municip1103	S_6	
municip1103	S_7	
municip1103	S_8	
municip1103	S_9	
municip1103	E1_1	
municip1103	E1_2	
municip1103	E1_3	
municip1103	E1_4	
municip1103	E1_5	
municip1103	E1_6	
municip1103	E1_7	
municip1103	E1_8	
municip1103	E1_9	
municip1103	E2_1	
municip1103	E2_2	
municip1103	E2_3	
municip1103	E2_4	
municip1103	E2_5	
municip1103	E2_6	
municip1103	E2_7	
municip1103	E2_8	
municip1103	E2_9	
municip1103	I_1	
municip1103	I_2	
municip1103	I_3	
municip1103	I_4	
municip1103	I_5	
municip1103	I_6	
municip1103	I_7	
municip1103	I_8	
municip1103	I_9	
municip1103	Ia_1	
municip1103	Ia_2	
municip1103	Ia_3	
municip1103	Ia_4	
municip1103	Ia_5	
municip1103	Ia_6	
municip1103	Ia_7	
municip1103	Ia_8	
municip1103	Ia_9	
municip1103	R_1	
municip1103	R_2	
municip1103	R_3	
municip1103	R_4	
municip1103	R_5	
municip1103	R_6	
municip1103	R_7	
municip1103	R_8	
municip1103	R_9	
municip1103	prev_H_1	
municip1103	prev_H_2	
municip1103	prev_H_3	
municip1103	prev_H_4	
municip1103	prev_H_5	
municip1103	prev_H_6	
municip1103	prev_H_7	
municip1103	prev_H_8	
municip1103	prev_H_9	
municip1103	prev_ICU_1	
municip1103	prev_ICU_2	
municip1103	prev_ICU_3	
municip1103	prev_ICU_4	
municip1103	prev_ICU_5	
municip1103	prev_ICU_6	
municip1103	prev_ICU_7	
municip1103	prev_ICU_8	
municip1103	prev_ICU_9	
municip1106	S_1	
municip1106	S_2	
municip1106	S_3	
municip1106	S_4	
municip1106	S_5	
municip1106	S_6	
municip1106	S_7	
municip1106	S_8	
municip1106	S_9	
municip1106	E1_1	
municip1106	E1_2	
municip1106	E1_3	
municip1106	E1_4	
municip1106	E1_5	
municip1106	E1_6	
municip1106	E1_7	
municip1106	E1_8	
municip1106	E1_9	
municip1106	E2_1	
municip1106	E2_2	
municip1106	E2_3	
municip1106	E2_4	
municip1106	E2_5	
municip1106	E2_6	
municip1106	E2_7	
municip1106	E2_8	
municip1106	E2_9	
municip1106	I_1	
municip1106	I_2	
municip1106	I_3	
municip1106	I_4	
municip1106	I_5	
municip1106	I_6	
municip1106	I_7	
municip1106	I_8	
municip1106	I_9	
municip1106	Ia_1	
municip1106	Ia_2	
municip1106	Ia_3	
municip1106	Ia_4	
municip1106	Ia_5	
municip1106	Ia_6	
municip1106	Ia_7	
municip1106	Ia_8	
municip1106	Ia_9	
municip1106	R_1	
municip1106	R_2	
municip1106	R_3	
municip1106	R_4	
municip1106	R_5	
municip1106	R_6	
municip1106	R_7	
municip1106	R_8	
municip1106	R_9	
municip1106	prev_H_1	
municip1106	prev_H_2	
municip1106	prev_H_3	
municip1106	prev_H_4	
municip1106	prev_H_5	
municip1106	prev_H_6	
municip1106	prev_H_7	
municip1106	prev_H_8	
municip1106	prev_H_9	
municip1106	prev_ICU_1	
municip1106	prev_ICU_2	
municip1106	prev_ICU_3	
municip1106	prev_ICU_4	
municip1106	prev_ICU_5	
municip1106	prev_ICU_6	
municip1106	prev_ICU_7	
municip1106	prev_ICU_8	
municip1106	prev_ICU_9	
municip1108	S_1	
municip1108	S_2	
municip1108	S_3	
municip1108	S_4	
municip1108	S_5	
municip1108	S_6	
municip1108	S_7	
municip1108	S_8	
municip1108	S_9	
municip1108	E1_1	
municip1108	E1_2	
municip1108	E1_3	
municip1108	E1_4	
municip1108	E1_5	
municip1108	E1_6	
municip1108	E1_7	
municip1108	E1_8	
municip1108	E1_9	
municip1108	E2_1	
municip1108	E2_2	
municip1108	E2_3	
municip1108	E2_4	
municip1108	E2_5	
municip1108	E2_6	
municip1108	E2_7	
municip1108	E2_8	
municip1108	E2_9	
municip1108	I_1	
municip1108	I_2	
municip1108	I_3	
municip1108	I_4	
municip1108	I_5	
municip1108	I_6	
municip1108	I_7	
municip1108	I_8	
municip1108	I_9	
municip1108	Ia_1	
municip1108	Ia_2	
municip1108	Ia_3	
municip1108	Ia_4	
municip1108	Ia_5	
municip1108	Ia_6	
municip1108	Ia_7	
municip1108	Ia_8	
municip1108	Ia_9	
municip1108	R_1	
municip1108	R_2	
municip1108	R_3	
municip1108	R_4	
municip1108	R_5	
municip1108	R_6	
municip1108	R_7	
municip1108	R_8	
municip1108	R_9	
municip1108	prev_H_1	
municip1108	prev_H_2	
municip1108	prev_H_3	
municip1108	prev_H_4	
municip1108	prev_H_5	
municip1108	prev_H_6	
municip1108	prev_H_7	
municip1108	prev_H_8	
municip1108	prev_H_9	
municip1108	prev_ICU_1	
municip1108	prev_ICU_2	
municip1108	prev_ICU_3	
municip1108	prev_ICU_4	
municip1108	prev_ICU_5	
municip1108	prev_ICU_6	
municip1108	prev_ICU_7	
municip1108	prev_ICU_8	
municip1108	prev_ICU_9	
municip1111	S_1	
municip1111	S_2	
municip1111	S_3	
municip1111	S_4	
municip1111	S_5	
municip1111	S_6	
municip1111	S_7	
municip1111	S_8	
municip1111	S_9	
municip1111	E1_1	
municip1111	E1_2	
municip1111	E1_3	
municip1111	E1_4	
municip1111	E1_5	
municip1111	E1_6	
municip1111	E1_7	
municip1111	E1_8	
municip1111	E1_9	
municip1111	E2_1	
municip1111	E2_2	
municip1111	E2_3	
municip1111	E2_4	
municip1111	E2_5	
municip1111	E2_6	
municip1111	E2_7	
municip1111	E2_8	
municip1111	E2_9	
municip1111	I_1	
municip1111	I_2	
municip1111	I_3	
municip1111	I_4	
municip1111	I_5	
municip1111	I_6	
municip1111	I_7	
municip1111	I_8	
municip1111	I_9	
municip1111	Ia_1	
municip1111	Ia_2	
municip1111	Ia_3	
municip1111	Ia_4	
municip1111	Ia_5	
municip1111	Ia_6	
municip1111	Ia_7	
municip1111	Ia_8	
municip1111	Ia_9	
municip1111	R_1	
municip1111	R_2	
municip1111	R_3	
municip1111	R_4	
municip1111	R_5	
municip1111	R_6	
municip1111	R_7	
municip1111	R_8	
municip1111	R_9	
municip1111	prev_H_1	
municip1111	prev_H_2	
municip1111	prev_H_3	
municip1111	prev_H_4	
municip1111	prev_H_5	
municip1111	prev_H_6	
municip1111	prev_H_7	
municip1111	prev_H_8	
municip1111	prev_H_9	
municip1111	prev_ICU_1	
municip1111	prev_ICU_2	
municip1111	prev_ICU_3	
municip1111	prev_ICU_4	
municip1111	prev_ICU_5	
municip1111	prev_ICU_6	
municip1111	prev_ICU_7	
municip1111	prev_ICU_8	
municip1111	prev_ICU_9	
municip1112	S_1	
municip1112	S_2	
municip1112	S_3	
municip1112	S_4	
municip1112	S_5	
municip1112	S_6	
municip1112	S_7	
municip1112	S_8	
municip1112	S_9	
municip1112	E1_1	
municip1112	E1_2	
municip1112	E1_3	
municip1112	E1_4	
municip1112	E1_5	
municip1112	E1_6	
municip1112	E1_7	
municip1112	E1_8	
municip1112	E1_9	
municip1112	E2_1	
municip1112	E2_2	
municip1112	E2_3	
municip1112	E2_4	
municip1112	E2_5	
municip1112	E2_6	
municip1112	E2_7	
municip1112	E2_8	
municip1112	E2_9	
municip1112	I_1	
municip1112	I_2	
municip1112	I_3	
municip1112	I_4	
municip1112	I_5	
municip1112	I_6	
municip1112	I_7	
municip1112	I_8	
municip1112	I_9	
municip1112	Ia_1	
municip1112	Ia_2	
municip1112	Ia_3	
municip1112	Ia_4	
municip1112	Ia_5	
municip1112	Ia_6	
municip1112	Ia_7	
municip1112	Ia_8	
municip1112	Ia_9	
municip1112	R_1	
municip1112	R_2	
municip1112	R_3	
municip1112	R_4	
municip1112	R_5	
municip1112	R_6	
municip1112	R_7	
municip1112	R_8	
municip1112	R_9	
municip1112	prev_H_1	
municip1112	prev_H_2	
municip1112	prev_H_3	
municip1112	prev_H_4	
municip1112	prev_H_5	
municip1112	prev_H_6	
municip1112	prev_H_7	
municip1112	prev_H_8	
municip1112	prev_H_9	
municip1112	prev_ICU_1	
municip1112	prev_ICU_2	
municip1112	prev_ICU_3	
municip1112	prev_ICU_4	
municip1112	prev_ICU_5	
municip1112	prev_ICU_6	
municip1112	prev_ICU_7	
municip1112	prev_ICU_8	
municip1112	prev_ICU_9	
municip1114	S_1	
municip1114	S_2	
municip1114	S_3	
municip1114	S_4	
municip1114	S_5	
municip1114	S_6	
municip1114	S_7	
municip1114	S_8	
municip1114	S_9	
municip1114	E1_1	
municip1114	E1_2	
municip1114	E1_3	
municip1114	E1_4	
municip1114	E1_5	
municip1114	E1_6	
municip1114	E1_7	
municip1114	E1_8	
municip1114	E1_9	
municip1114	E2_1	
municip1114	E2_2	
municip1114	E2_3	
municip1114	E2_4	
municip1114	E2_5	
municip1114	E2_6	
municip1114	E2_7	
municip1114	E2_8	
municip1114	E2_9	
municip1114	I_1	
municip1114	I_2	
municip1114	I_3	
municip1114	I_4	
municip1114	I_5	
municip1114	I_6	
municip1114	I_7	
municip1114	I_8	
municip1114	I_9	
municip1114	Ia_1	
municip1114	Ia_2	
municip1114	Ia_3	
municip1114	Ia_4	
municip1114	Ia_5	
municip1114	Ia_6	
municip1114	Ia_7	
municip1114	Ia_8	
municip1114	Ia_9	
