17	0	0
7	0	0
34	0	0
23	0	0
1979	0	0
5378	0	0
3949	0	0
1040	0	0
141	0	0
100	0	0
466	0	0
3448	0	0
7515	0	0
6990	0	0
4130	0	0
735	0	0
361	0	0
1247	0	0
4097	0	0
8682	0	0
7627	0	0
3165	0	0
375	0	0
68	0	0
563	0	0
2076	0	0
10303	0	0
9814	0	0
3566	0	0
185	0	0
165	0	0
211	0	0
6001	0	0
23566	0	0
24338	0	0
10166	0	0
800	0	0
328	0	0
101	0	0
5350	0	0
21491	0	0
19366	0	0
7430	0	0
875	0	0
116	0	0
835	0	0
5823	0	0
19853	0	0
17057	0	0
10073	0	0
521	0	0
73	0	0
2609	0	0
5922	0	0
10916	0	0
10988	0	0
8320	0	0
464	0	0
537	0	0
6107	0	0
10521	0	0
17456	0	0
15817	0	0
11742	0	0
453	0	0
147	0	0
5144	0	0
12413	0	0
20419	0	0
11536	0	0
2122	0	0
94	0	0
38	0	0
154	0	0
5558	0	0
22308	0	0
20160	0	0
6572	0	0
538	0	0
234	0	0
1557	0	0
12949	0	0
37617	0	0
37015	0	0
16875	0	0
796	0	0
381	0	0
4891	0	0
31615	0	0
29999	0	0
7520	0	0
3828	0	0
331	0	0
437	0	0
1464	0	0
17516	0	0
53423	0	0
48521	0	0
25078	0	0
1155	0	0
579	0	0
3808	0	0
24655	0	0
64928	0	0
59632	0	0
27689	0	0
2046	0	0
1312	0	0
6398	0	0
19020	0	0
56445	0	0
48591	0	0
17808	0	0
461	0	0
331	0	0
2366	0	0
19119	0	0
57289	0	0
52167	0	0
25098	0	0
1561	0	0
1063	0	0
3019	0	0
10057	0	0
39401	0	0
33802	0	0
14970	0	0
584	0	0
290	0	0
2385	0	0
17622	0	0
40958	0	0
12542	0	0
10802	0	0
1950	0	0
1297	0	0
246	0	0
4463	0	0
7765	0	0
8335	0	0
4877	0	0
1356	0	0
854	0	0
861	0	0
3963	0	0
9311	0	0
9145	0	0
4906	0	0
687	0	0
179	0	0
3159	0	0
18825	0	0
52845	0	0
54929	0	0
31122	0	0
3795	0	0
3120	0	0
15747	0	0
27227	0	0
39912	0	0
39634	0	0
21714	0	0
3267	0	0
2347	0	0
19763	0	0
29315	0	0
64595	0	0
59531	0	0
32197	0	0
6555	0	0
4537	0	0
18041	0	0
37547	0	0
78599	0	0
91627	0	0
45346	0	0
8775	0	0
4628	0	0
32661	0	0
48783	0	0
106290	0	0
103552	0	0
51619	0	0
9282	0	0
6084	0	0
27008	0	0
42202	0	0
77790	0	0
69176	0	0
27046	0	0
4149	0	0
3065	0	0
13229	0	0
23858	0	0
48408	0	0
42757	0	0
16282	0	0
499	0	0
298	0	0
8943	0	0
21749	0	0
65137	0	0
67474	0	0
21565	0	0
143	0	0
67	0	0
8729	0	0
21402	0	0
67333	0	0
65709	0	0
21247	0	0
397	0	0
67	0	0
9012	0	0
15041	0	0
40605	0	0
34406	0	0
10061	0	0
241	0	0
79	0	0
2811	0	0
6648	0	0
20140	0	0
16945	0	0
5183	0	0
223	0	0
54	0	0
2067	0	0
4003	0	0
9314	0	0
7632	0	0
3475	0	0
266	0	0
73	0	0
1635	0	0
3707	0	0
7626	0	0
7403	0	0
4564	0	0
1459	0	0
84	0	0
5079	0	0
5078	0	0
