beta	R0
0.247543075376763	0.9
0.248031792319483	0.9
0.248198694505845	0.9
0.248215540178046	0.91
0.248337120712424	0.91
0.248502365763852	0.91
0.248911608018171	0.91
0.249055691562698	0.91
0.249975542919741	0.91
0.250296649305679	0.91
0.25071970113867	0.91
0.25120841808139	0.91
0.251375320267752	0.91
0.251392165939953	0.92
0.251513746474331	0.92
0.251678991525759	0.92
0.252088233780078	0.92
0.252232317324605	0.92
0.253152168681648	0.92
0.253473275067586	0.92
0.253896326900577	0.92
0.254385043843297	0.92
0.254551946029659	0.92
0.25456879170186	0.93
0.254690372236238	0.93
0.254855617287665	0.93
0.255264859541985	0.93
0.255408943086512	0.93
0.256328794443555	0.93
0.256649900829493	0.93
0.257072952662484	0.93
0.257561669605204	0.93
0.257728571791566	0.93
0.257745417463767	0.94
0.257866997998145	0.94
0.258032243049572	0.94
0.258441485303892	0.94
0.258585568848419	0.94
0.259505420205462	0.94
0.2598265265914	0.94
0.260249578424391	0.94
0.260738295367111	0.94
0.260905197553473	0.94
0.260922043225674	0.95
0.261043623760052	0.95
0.261208868811479	0.95
0.261618111065799	0.95
0.261762194610326	0.95
0.262682045967369	0.95
0.263003152353307	0.95
0.263426204186297	0.95
0.263914921129018	0.95
0.26408182331538	0.95
0.264098668987581	0.96
0.264220249521959	0.96
0.264385494573386	0.96
0.264794736827706	0.96
0.264938820372233	0.96
0.265858671729276	0.96
0.266179778115214	0.96
0.266602829948204	0.96
0.267091546890925	0.96
0.267258449077287	0.96
0.267275294749488	0.97
0.267396875283866	0.97
0.267562120335293	0.97
0.267971362589613	0.97
0.26811544613414	0.97
0.269035297491183	0.97
0.269356403877121	0.97
0.269779455710111	0.97
0.270268172652832	0.97
0.270435074839194	0.97
0.270451920511395	0.98
0.270573501045773	0.98
0.2707387460972	0.98
0.27114798835152	0.98
0.271292071896047	0.98
0.27221192325309	0.98
0.272533029639027	0.98
0.272956081472018	0.98
0.273444798414738	0.98
0.273611700601101	0.98
0.273628546273302	0.99
0.27375012680768	0.99
0.273915371859107	0.99
0.274324614113427	0.99
0.274468697657954	0.99
0.275388549014997	0.99
0.275709655400934	0.99
0.276132707233925	0.99
0.276621424176645	0.99
0.276788326363008	0.99
0.276805172035209	1
0.276926752569586	1
0.277091997621014	1
0.277501239875334	1
0.277645323419861	1
0.278565174776904	1
0.278886281162841	1
0.279309332995832	1
0.279798049938552	1
0.279964952124915	1
0.279981797797116	1.01
0.280103378331493	1.01
0.280268623382921	1.01
0.280677865637241	1.01
0.280821949181768	1.01
0.281741800538811	1.01
0.282062906924748	1.01
0.282485958757739	1.01
0.282974675700459	1.01
0.283141577886822	1.01
0.283158423559023	1.02
0.2832800040934	1.02
0.283445249144828	1.02
0.283854491399148	1.02
0.283998574943674	1.02
0.284918426300718	1.02
0.285239532686655	1.02
0.285662584519646	1.02
0.286151301462366	1.02
0.286318203648729	1.02
0.28633504932093	1.03
0.286456629855307	1.03
0.286621874906735	1.03
0.287031117161055	1.03
0.287175200705581	1.03
0.288095052062625	1.03
0.288416158448562	1.03
0.288839210281553	1.03
0.289327927224273	1.03
0.289494829410636	1.03
0.289511675082836	1.04
0.289633255617214	1.04
0.289798500668642	1.04
0.290207742922961	1.04
0.290351826467488	1.04
0.291271677824532	1.04
0.291592784210469	1.04
0.29201583604346	1.04
0.29250455298618	1.04
0.292671455172543	1.04
0.292688300844743	1.05
0.292809881379121	1.05
0.292975126430549	1.05
0.293384368684868	1.05
0.293528452229395	1.05
0.294448303586439	1.05
0.294769409972376	1.05
0.295192461805367	1.05
0.295681178748087	1.05
0.29584808093445	1.05
0.29586492660665	1.06
0.295986507141028	1.06
0.296151752192456	1.06
0.296560994446775	1.06
0.296705077991302	1.06
0.297624929348346	1.06
0.297946035734283	1.06
0.298369087567274	1.06
0.298857804509994	1.06
0.299024706696357	1.06
0.299041552368557	1.07
0.299163132902935	1.07
0.299328377954363	1.07
0.299737620208682	1.07
0.299881703753209	1.07
0.300801555110253	1.07
0.30112266149619	1.07
0.301545713329181	1.07
0.302034430271901	1.07
0.302201332458264	1.07
0.302218178130464	1.08
0.302339758664842	1.08
0.30250500371627	1.08
0.302914245970589	1.08
0.303058329515116	1.08
0.30397818087216	1.08
0.304299287258097	1.08
0.304722339091088	1.08
0.305211056033808	1.08
0.305377958220171	1.08
0.305394803892371	1.09
0.305516384426749	1.09
0.305681629478177	1.09
0.306090871732496	1.09
0.306234955277023	1.09
0.307154806634066	1.09
0.307475913020004	1.09
0.307898964852995	1.09
0.308387681795715	1.09
0.308554583982078	1.09
0.308571429654278	1.1
0.308693010188656	1.1
0.308858255240084	1.1
0.309267497494403	1.1
0.30941158103893	1.1
0.310331432395973	1.1
0.310652538781911	1.1
0.311075590614902	1.1
0.311564307557622	1.1
0.311731209743985	1.1
0.311748055416185	1.11
0.311869635950563	1.11
0.312034881001991	1.11
0.31244412325631	1.11
0.312588206800837	1.11
0.31350805815788	1.11
0.313829164543818	1.11
0.314252216376809	1.11
0.314740933319529	1.11
0.314907835505892	1.11
0.314924681178092	1.12
0.31504626171247	1.12
0.315211506763898	1.12
0.315620749018217	1.12
0.315764832562744	1.12
0.316684683919787	1.12
0.317005790305725	1.12
0.317428842138716	1.12
0.317917559081436	1.12
0.318084461267799	1.12
0.318101306939999	1.13
0.318222887474377	1.13
0.318388132525805	1.13
0.318797374780124	1.13
0.318941458324651	1.13
0.319861309681694	1.13
0.320182416067632	1.13
0.320605467900623	1.13
0.321094184843343	1.13
0.321261087029705	1.13
0.321277932701906	1.14
0.321399513236284	1.14
0.321564758287712	1.14
0.321974000542031	1.14
0.322118084086558	1.14
0.323037935443601	1.14
0.323359041829539	1.14
0.32378209366253	1.14
0.32427081060525	1.14
0.324437712791612	1.14
0.324454558463813	1.15
0.324576138998191	1.15
0.324741384049618	1.15
0.325150626303938	1.15
0.325294709848465	1.15
0.326214561205508	1.15
0.326535667591446	1.15
0.326958719424437	1.15
0.327447436367157	1.15
0.327614338553519	1.15
0.32763118422572	1.16
0.327752764760098	1.16
0.327918009811525	1.16
0.328327252065845	1.16
0.328471335610372	1.16
0.329391186967415	1.16
0.329712293353353	1.16
0.330135345186344	1.16
0.330624062129064	1.16
0.330790964315426	1.16
0.330807809987627	1.17
0.330929390522005	1.17
0.331094635573432	1.17
0.331503877827752	1.17
0.331647961372279	1.17
0.332567812729322	1.17
0.33288891911526	1.17
0.33331197094825	1.17
0.333800687890971	1.17
0.333967590077333	1.17
0.333984435749534	1.18
0.334106016283912	1.18
0.334271261335339	1.18
0.334680503589659	1.18
0.334824587134186	1.18
0.335744438491229	1.18
0.336065544877167	1.18
0.336488596710158	1.18
0.336977313652878	1.18
0.33714421583924	1.18
0.337161061511441	1.19
0.337282642045819	1.19
0.337447887097246	1.19
0.337857129351566	1.19
0.338001212896093	1.19
0.338921064253136	1.19
0.339242170639074	1.19
0.339665222472064	1.19
0.340153939414785	1.19
0.340320841601147	1.19
0.340337687273348	1.2
0.340459267807726	1.2
0.340624512859153	1.2
0.341033755113473	1.2
0.341177838658	1.2
0.342097690015043	1.2
0.342418796400981	1.2
0.342841848233971	1.2
0.343330565176692	1.2
0.343497467363054	1.2
0.343514313035255	1.21
0.343635893569632	1.21
0.34380113862106	1.21
0.34421038087538	1.21
0.344354464419907	1.21
0.34527431577695	1.21
0.345595422162887	1.21
0.346018473995878	1.21
0.346507190938598	1.21
0.346674093124961	1.21
0.346690938797162	1.22
0.346812519331539	1.22
0.346977764382967	1.22
0.347387006637287	1.22
0.347531090181813	1.22
0.348450941538857	1.22
0.348772047924794	1.22
0.349195099757785	1.22
0.349683816700505	1.22
0.349850718886868	1.22
0.349867564559069	1.23
0.349989145093446	1.23
0.350154390144874	1.23
0.350563632399194	1.23
0.35070771594372	1.23
0.351627567300764	1.23
0.351948673686701	1.23
0.352371725519692	1.23
0.352860442462412	1.23
0.353027344648775	1.23
0.353044190320976	1.24
0.353165770855353	1.24
0.353331015906781	1.24
0.353740258161101	1.24
0.353884341705627	1.24
0.354804193062671	1.24
0.355125299448608	1.24
0.355548351281599	1.24
0.356037068224319	1.24
0.356203970410682	1.24
0.356220816082882	1.25
0.35634239661726	1.25
0.356507641668688	1.25
0.356916883923008	1.25
0.357060967467534	1.25
0.357980818824578	1.25
0.358301925210515	1.25
0.358724977043506	1.25
0.359213693986226	1.25
0.359380596172589	1.25
0.359397441844789	1.26
0.359519022379167	1.26
0.359684267430595	1.26
0.360093509684914	1.26
0.360237593229441	1.26
0.361157444586485	1.26
0.361478550972422	1.26
0.361901602805413	1.26
0.362390319748133	1.26
0.362557221934496	1.26
0.362574067606696	1.27
0.362695648141074	1.27
0.362860893192502	1.27
0.363270135446821	1.27
0.363414218991348	1.27
0.364334070348392	1.27
0.364655176734329	1.27
0.36507822856732	1.27
0.36556694551004	1.27
0.365733847696403	1.27
0.365750693368603	1.28
0.365872273902981	1.28
0.366037518954409	1.28
0.366446761208728	1.28
0.366590844753255	1.28
0.367510696110299	1.28
0.367831802496236	1.28
0.368254854329227	1.28
0.368743571271947	1.28
0.36891047345831	1.28
0.36892731913051	1.29
0.369048899664888	1.29
0.369214144716316	1.29
0.369623386970635	1.29
0.369767470515162	1.29
0.370687321872206	1.29
0.371008428258143	1.29
0.371431480091134	1.29
0.371920197033854	1.29
0.372087099220217	1.29
0.372103944892417	1.3
0.372225525426795	1.3
0.372390770478223	1.3
0.372800012732542	1.3
0.372944096277069	1.3
0.373863947634113	1.3
0.37418505402005	1.3
0.374608105853041	1.3
0.375096822795761	1.3
0.375263724982124	1.3
0.375280570654324	1.31
0.375402151188702	1.31
0.37556739624013	1.31
0.375976638494449	1.31
0.376120722038976	1.31
0.377040573396019	1.31
0.377361679781957	1.31
0.377784731614948	1.31
0.378273448557668	1.31
0.378440350744031	1.31
0.378457196416231	1.32
0.378578776950609	1.32
0.378744022002037	1.32
0.379153264256356	1.32
0.379297347800883	1.32
0.380217199157926	1.32
0.380538305543864	1.32
0.380961357376855	1.32
0.381450074319575	1.32
0.381616976505938	1.32
0.381633822178138	1.33
0.381755402712516	1.33
0.381920647763944	1.33
0.382329890018263	1.33
0.38247397356279	1.33
0.383393824919833	1.33
0.383714931305771	1.33
0.384137983138762	1.33
0.384626700081482	1.33
0.384793602267845	1.33
0.384810447940045	1.34
0.384932028474423	1.34
0.385097273525851	1.34
0.38550651578017	1.34
0.385650599324697	1.34
0.38657045068174	1.34
0.386891557067678	1.34
0.387314608900669	1.34
0.387803325843389	1.34
0.387970228029751	1.34
0.387987073701952	1.35
0.38810865423633	1.35
0.388273899287758	1.35
0.388683141542077	1.35
0.388827225086604	1.35
0.389747076443647	1.35
0.390068182829585	1.35
0.390491234662576	1.35
0.390979951605296	1.35
0.391146853791658	1.35
0.391163699463859	1.36
0.391285279998237	1.36
0.391450525049664	1.36
0.391859767303984	1.36
0.392003850848511	1.36
0.392923702205554	1.36
0.393244808591492	1.36
0.393667860424483	1.36
0.394156577367203	1.36
0.394323479553565	1.36
0.394340325225766	1.37
0.394461905760144	1.37
0.394627150811572	1.37
0.395036393065891	1.37
0.395180476610418	1.37
0.396100327967461	1.37
0.396421434353399	1.37
0.39684448618639	1.37
0.39733320312911	1.37
0.397500105315472	1.37
0.397516950987673	1.38
0.397638531522051	1.38
0.397803776573478	1.38
0.398213018827798	1.38
0.398357102372325	1.38
0.399276953729368	1.38
0.399598060115306	1.38
0.400021111948296	1.38
0.400509828891017	1.38
0.400676731077379	1.38
0.40069357674958	1.39
0.400815157283958	1.39
0.400980402335385	1.39
0.401389644589705	1.39
0.401533728134232	1.39
0.402453579491275	1.39
0.402774685877213	1.39
0.403197737710204	1.39
0.403686454652924	1.39
0.403853356839286	1.39
0.403870202511487	1.4
0.403991783045865	1.4
0.404157028097292	1.4
0.404566270351612	1.4
0.404710353896139	1.4
0.405630205253182	1.4
0.40595131163912	1.4
0.40637436347211	1.4
0.406863080414831	1.4
0.407029982601193	1.4
0.407046828273394	1.41
0.407168408807772	1.41
0.407333653859199	1.41
0.407742896113519	1.41
0.407886979658046	1.41
0.408806831015089	1.41
0.409127937401027	1.41
0.409550989234017	1.41
0.410039706176738	1.41
0.4102066083631	1.41
0.410223454035301	1.42
0.410345034569679	1.42
0.410510279621106	1.42
0.410919521875426	1.42
0.411063605419953	1.42
0.411983456776996	1.42
0.412304563162933	1.42
0.412727614995924	1.42
0.413216331938644	1.42
0.413383234125007	1.42
0.413400079797208	1.43
0.413521660331586	1.43
0.413686905383013	1.43
0.414096147637333	1.43
0.41424023118186	1.43
0.415160082538903	1.43
0.41548118892484	1.43
0.415904240757831	1.43
0.416392957700551	1.43
0.416559859886914	1.43
0.416576705559115	1.44
0.416698286093492	1.44
0.41686353114492	1.44
0.41727277339924	1.44
0.417416856943767	1.44
0.41833670830081	1.44
0.418657814686747	1.44
0.419080866519738	1.44
0.419569583462458	1.44
0.419736485648821	1.44
0.419753331321022	1.45
0.419874911855399	1.45
0.420040156906827	1.45
0.420449399161147	1.45
0.420593482705674	1.45
0.421513334062717	1.45
0.421834440448654	1.45
0.422257492281645	1.45
0.422746209224365	1.45
0.422913111410728	1.45
0.422929957082929	1.46
0.423051537617306	1.46
0.423216782668734	1.46
0.423626024923054	1.46
0.42377010846758	1.46
0.424689959824624	1.46
0.425011066210561	1.46
0.425434118043552	1.46
0.425922834986272	1.46
0.426089737172635	1.46
0.426106582844835	1.47
0.426228163379213	1.47
0.426393408430641	1.47
0.426802650684961	1.47
0.426946734229487	1.47
0.427866585586531	1.47
0.428187691972468	1.47
0.428610743805459	1.47
0.429099460748179	1.47
0.429266362934542	1.47
0.429283208606742	1.48
0.42940478914112	1.48
0.429570034192548	1.48
0.429979276446867	1.48
0.430123359991394	1.48
0.431043211348438	1.48
0.431364317734375	1.48
0.431787369567366	1.48
0.432276086510086	1.48
0.432442988696449	1.48
0.432459834368649	1.49
0.432581414903027	1.49
0.432746659954455	1.49
0.433155902208774	1.49
0.433299985753301	1.49
0.434219837110345	1.49
0.434540943496282	1.49
0.434963995329273	1.49
0.435452712271993	1.49
0.435619614458356	1.49
0.435636460130556	1.5
0.435758040664934	1.5
0.435923285716362	1.5
0.436332527970681	1.5
0.436476611515208	1.5
0.437396462872252	1.5
0.437717569258189	1.5
0.43814062109118	1.5
0.4386293380339	1.5
0.438796240220263	1.5
