10.740204508925038	59.91080574823455	5010	136	287	301	1	3	1	03010102
10.742181481280864	59.91331599289684	8764	136	31	301	1	3	1	03010103
10.751918273461659	59.90968037615842	4865	136	454	301	1	3	1	03010104
10.746329480249775	59.90829722867561	8763	136	487	301	1	3	1	03010105
10.741997574129398	59.91658613810512	4873	136	413	301	1	3	1	03010201
10.740754453438294	59.91847381966846	7978	136	502	301	1	3	1	03010202
10.746551890004895	59.91905265016631	4915	136	648	301	1	3	1	03010204
10.747619433938503	59.91518976004858	7965	136	92	301	1	3	1	03010205
10.748779079369642	59.91826635084196	4948	136	1014	301	1	3	1	03010206
10.751467753781615	59.9202267206957	7960	136	868	301	1	3	1	03010207
10.751959297347174	59.917638255864084	4961	136	1103	301	1	3	1	03010208
10.754305072932494	59.916137379561654	7948	136	1238	301	1	3	1	03010209
10.757322095403543	59.916426781363754	4974	136	1780	301	1	3	1	03010210
10.754197004439963	59.91275301698045	7901	136	60	301	1	3	1	03010211
10.7383969358457	59.92039390462802	5008	136	2014	301	1	3	1	03010212
10.741541812199944	59.919743017433376	7896	136	1202	301	1	3	1	03010213
10.720756765093538	59.91192563494799	5011	136	1207	301	1	3	1	03010301
10.722908904007927	59.91400463422326	7891	136	1542	301	1	3	1	03010302
10.724929983641141	59.912943625277215	3446	136	682	301	1	3	1	03010303
10.72740851810418	59.910685806546915	7890	136	542	301	1	3	1	03010304
10.734696664738163	59.91388391633175	7881	136	8	301	1	3	1	03010306
10.736534457559369	59.917842333491954	3767	136	85	301	1	3	1	03010307
10.731889620939262	59.91939823737383	7850	136	765	301	1	3	1	03010308
10.728489453107194	59.91687074867142	4888	136	8	301	1	3	1	03010309
10.715083256417483	59.909175871340636	4903	136	1056	301	1	3	1	03010401
10.708224567070886	59.911983651580535	8762	136	1560	301	1	3	1	03010501
10.712548710953971	59.914692922549264	4971	136	1066	301	1	3	1	03010502
10.713473316138247	59.91646310847694	8761	136	1156	301	1	3	1	03010503
10.716212269634513	59.912867014037175	3786	136	1656	301	1	3	1	03010504
10.691816650724089	59.919781001745434	8760	136	1259	301	1	3	1	03010601
10.698308155961039	59.92108766347186	5012	136	659	301	1	3	1	03010602
10.699237672059548	59.915598681533275	8759	136	1213	301	1	3	1	03010603
10.701848899400332	59.916648556471834	5013	136	781	301	1	3	1	03010604
10.702099249525972	59.918987580199385	7848	136	1030	301	1	3	1	03010605
10.702812931976013	59.92132158946044	5014	136	1198	301	1	3	1	03010606
10.705615142630265	59.92031316409949	7847	136	1178	301	1	3	1	03010607
10.70712489169146	59.91841003957995	5015	136	1107	301	1	3	1	03010608
10.706576172299174	59.916082352115616	7845	136	788	301	1	3	1	03010609
10.710129206669805	59.91737812853347	5016	136	1145	301	1	3	1	03010610
10.710373713501587	59.91971663560819	7831	136	1020	301	1	3	1	03010611
10.713375385806147	59.92222451275398	5017	136	967	301	1	3	1	03010612
10.709534113242508	59.92315724983255	7829	136	1352	301	1	3	1	03010613
10.713567447052212	59.91848303684227	7813	136	900	301	1	3	1	03010701
10.716104889785848	59.91981531811395	3792	136	1122	301	1	3	1	03010702
10.717974253077225	59.922245855990134	7810	136	792	301	1	3	1	03010703
10.721010975357318	59.92070937449009	3800	136	974	301	1	3	1	03010704
10.71722073578996	59.918094249664215	7803	136	605	301	1	3	1	03010705
10.719387631511509	59.91831769095285	3805	136	359	301	1	3	1	03010706
10.723141662527508	59.918601554867294	7797	136	696	301	1	3	1	03010707
10.7156856859713	59.91712110310693	3812	136	349	301	1	3	1	03010708
10.719034647124023	59.91573744334539	7796	136	601	301	1	3	1	03010709
10.72196064147075	59.91598066991864	3815	136	75	301	1	3	1	03010710
10.725321034948527	59.92192311703298	7781	136	957	301	1	3	1	03010801
10.722733586146076	59.92377157290693	3835	136	956	301	1	3	1	03010802
10.720272259933575	59.92488846479176	7776	136	1088	301	1	3	1	03010803
10.725161970325207	59.92796424313333	3849	136	1013	301	1	3	1	03010804
10.724393772516589	59.926420783073546	7772	136	1110	301	1	3	1	03010805
10.727192335779058	59.92575694884504	3999	136	1527	301	1	3	1	03010806
10.728439582076618	59.92396346662475	7762	136	506	301	1	3	1	03010807
10.729483481721948	59.92242899275692	4017	136	1341	301	1	3	1	03010808
10.731404766809826	59.92127554091503	7751	136	1224	301	1	3	1	03010809
10.71595201557106	59.92517551677382	4044	136	1176	301	1	3	1	03010901
10.713619324073703	59.925862364583665	7748	136	751	301	1	3	1	03010902
10.714122616493084	59.9271127581383	4064	136	987	301	1	3	1	03010903
10.716915303070143	59.92802109690847	7741	136	908	301	1	3	1	03010904
10.718851240158152	59.92655406637526	4067	136	937	301	1	3	1	03010905
10.721552793738484	59.9277777466273	7737	136	1037	301	1	3	1	03010906
10.719401281878527	59.92918099735325	4088	136	1104	301	1	3	1	03010907
10.712043778171761	59.92855024728117	7731	136	1033	301	1	3	1	03010908
10.712657781222852	59.93073242246216	5018	136	1759	301	1	3	1	03010909
10.715613550356906	59.933533893277165	7729	136	1064	301	1	3	1	03010910
10.719564410815627	59.93163392577324	5019	136	1325	301	1	3	1	03010911
10.722404887964396	59.93042875934987	7664	136	1055	301	1	3	1	03010912
10.724333028402745	59.9290259575126	5020	136	984	301	1	3	1	03010913
10.724047699602878	59.935049858496875	7652	136	1214	301	1	3	1	03011001
10.730638746457807	59.92839449692479	5021	136	889	301	1	3	1	03011101
10.72812298204411	59.93066945858313	7627	136	859	301	1	3	1	03011102
10.72533094724163	59.93182805268626	5022	136	886	301	1	3	1	03011103
