day,beta
268,0.654208795683214
269,0.658597041275027
270,0.662832576956459
271,0.666885709975433
272,0.670726747579872
273,0.674534107509026
274,0.678492450600981
275,0.682581448751911
276,0.686780773857988
277,0.691070097815388
278,0.695429092520284
279,0.699837429868848
280,0.704274781757256
281,0.70872082008168
282,0.713155216738294
283,0.717557643623272
284,0.721907772632788
285,0.726185275663015
286,0.730369824610127
287,0.734441091370297
288,0.7383787478397
289,0.742162465914508
290,0.745921082927286
291,0.749786407149364
292,0.753742566885066
293,0.757773690438719
294,0.761863906114647
295,0.765997342217176
296,0.77015812705063
297,0.774330388919335
298,0.778498256127616
299,0.782645856979797
300,0.786757319780205
301,0.790816772833163
302,0.794808344442998
303,0.798716162914034
304,0.802524356550597
305,0.80621705365701
306,0.809778382537601
307,0.813192471496693
308,0.816487089359626
309,0.819705088825232
310,0.822853224008072
311,0.825938249022713
312,0.828966917983717
313,0.831945985005647
314,0.834882204203069
315,0.837782329690545
316,0.84065311558264
317,0.843501315993916
318,0.846333685038939
319,0.849156976832271
320,0.851977945488476
321,0.854803345122119
322,0.857639929847763
323,0.860494453779971
324,0.863373671033308
325,0.866233670130903
326,0.869029421643322
327,0.871766002756284
328,0.874448490655505
329,0.877081962526703
330,0.879671495555596
331,0.882222166927901
332,0.884739053829336
333,0.887227233445618
334,0.889691782962465
335,0.892137779565595
336,0.894570300440724
337,0.896994422773571
338,0.899415223749853
339,0.901837780555288
340,0.904267170375593
341,0.906708470396486
342,0.909166757803684
343,0.911688684533465
344,0.91430668405669
345,0.917004505860951
346,0.919765899433838
347,0.922574614262943
348,0.925414399835858
349,0.928269005640173
350,0.93112218116348
351,0.93395767589337
352,0.936759239317435
353,0.939510620923266
354,0.942195570198454
355,0.944797836630591
356,0.947301169707268
357,0.949689318916077
358,0.951946033744608
359,0.954055063680453
360,0.956000158211203
361,0.957899644277425
362,0.959872548373352
363,0.961903669317075
364,0.963977805926685
365,0.966079757020273
