day,beta
1,0.987820254891737
2,0.988693547176169
3,0.989519438409725
4,0.990290467697041
5,0.990999174142752
6,0.991638096851494
7,0.992199774927903
8,0.992722489519175
9,0.993247506516896
10,0.993771842142278
11,0.994292512616538
12,0.99480653416089
13,0.995310922996547
14,0.995802695344726
15,0.996278867426639
16,0.996736455463503
17,0.997172475676531
18,0.997583944286938
19,0.997967877515939
20,0.998321291584748
21,0.99864120271458
22,0.998924627126649
23,0.99916858104217
24,0.999370080682358
25,0.999526142268427
26,0.999650112724524
27,0.999756755643076
28,0.999845212247722
29,0.999914623762099
30,0.999964131409846
31,0.9999928764146
32,1
33,0.999984643389683
34,0.999945947807287
35,0.99988305447645
36,0.99979510462081
37,0.999681239464005
38,0.999540600229673
39,0.999372328141452
40,0.999175564422979
41,0.998949450297893
42,0.998693126989832
43,0.998387720031785
44,0.998018326437906
45,0.997590044653573
46,0.997107973124167
47,0.996577210295069
48,0.996002854611657
49,0.995390004519312
50,0.994743758463413
51,0.994069214889342
52,0.993371472242477
53,0.992655628968199
54,0.991926783511887
55,0.991190034318922
56,0.990450479834684
57,0.989713218504552
58,0.988983348773906
59,0.988265969088128
60,0.987566177892595
61,0.98684471052121
62,0.986062495498903
63,0.9852249210576
64,0.984337375429226
65,0.983405246845706
66,0.982433923538966
67,0.98142879374093
68,0.980395245683526
69,0.979338667598677
70,0.978264447718309
71,0.977177974274347
72,0.976084635498717
73,0.974989819623345
74,0.973898914880154
75,0.972817309501072
76,0.971750391718022
77,0.970703549762931
78,0.969682171867723
79,0.968674769480216
80,0.967665289282143
81,0.966652272356308
82,0.965634259785512
83,0.96460979265256
84,0.963577412040252
85,0.962535659031392
86,0.961483074708783
87,0.960418200155227
88,0.959339576453528
89,0.958245744686486
90,0.957135245936907
91,0.956006621287591
92,0.954858411821341
93,0.953689158620961
94,0.952497402769253
95,0.95128168534902
96,0.950040547443064
97,0.948761676697995
98,0.947436825738931
99,0.946070633116432
100,0.94466773738106
101,0.943232777083377
102,0.941770390773945
103,0.940285217003325
104,0.938781894322078
105,0.937265061280767
106,0.935739356429952
107,0.934209418320196
108,0.93267988550206
109,0.931155396526106
110,0.929640589942895
111,0.928140104302989
112,0.926658578156949
113,0.925200650055338
114,0.923716810551149
115,0.922160158295043
116,0.920539243984079
117,0.91886261831532
118,0.917138831985825
119,0.915376435692655
120,0.913583980132871
121,0.911770016003534
122,0.909943094001703
123,0.908111764824441
124,0.906284579168807
125,0.904470087731861
126,0.902676841210666
127,0.900913390302281
128,0.899188285703766
129,0.897510078112184
130,0.895887318224594
131,0.894328556738056
132,0.892781480921102
133,0.891192089278978
134,0.889566399363822
135,0.88791042872777
136,0.886230194922959
137,0.884531715501527
138,0.882821008015611
139,0.881104090017346
140,0.879386979058871
141,0.877675692692322
142,0.875976248469836
143,0.87429466394355
144,0.872636956665601
145,0.871009144188126
146,0.869417244063262
147,0.867867273843145
148,0.866365251079914
149,0.864857205713595
150,0.863290970682128
151,0.861675268034521
152,0.86001881981978
153,0.858330348086913
154,0.856618574884925
155,0.854892222262824
156,0.853160012269617
157,0.851430666954311
158,0.849712908365911
159,0.848015458553426
160,0.846347039565861
161,0.844716373452225
162,0.843132182261522
163,0.841603188042761
164,0.840138112844949
165,0.838745678717091
166,0.837434607708195
167,0.836135190619248
168,0.834779038546379
169,0.833376853981314
170,0.831939339415778
171,0.830477197341494
172,0.829001130250187
173,0.827521840633582
174,0.826050030983403
175,0.824596403791374
176,0.82317166154922
177,0.821786506748665
178,0.820451641881434
179,0.819177769439252
180,0.817975591913841
181,0.816855811796928
182,0.815829131580237
183,0.814906253755491
184,0.81403673025125
185,0.813165678518751
186,0.812297149333733
187,0.811435193471936
188,0.8105838617091
189,0.809747204820966
190,0.808929273583272
191,0.80813411877176
192,0.807365791162168
193,0.806628341530238
194,0.805925820651708
195,0.80526227930232
196,0.804641768257812
197,0.804068338293925
198,0.803546040186399
199,0.803078924710974
200,0.80267104264339
201,0.802326444759386
202,0.802019764895304
203,0.801724712949187
204,0.801443953789324
205,0.801180152284007
206,0.800935973301526
207,0.800714081710172
208,0.800517142378236
209,0.800347820174008
210,0.80020877996578
211,0.800102686621843
212,0.800032205010485
213,0.8
214,0.800008736458677
215,0.800061079254807
216,0.800159693256682
217,0.800307243332591
218,0.800506394350825
219,0.800759811179676
220,0.801074415125068
221,0.801452827773528
222,0.80189126441425
223,0.80238594033643
224,0.802933070829263
225,0.803528871181943
226,0.804169556683666
227,0.804851342623626
228,0.805570444291017
229,0.806323076975036
230,0.807105455964876
231,0.807913796549732
232,0.8087443140188
233,0.809593223661274
234,0.81045674076635
235,0.811331080623221
236,0.812212458521083
237,0.813097089749131
238,0.814050535635049
239,0.815131730778746
240,0.816326950377753
241,0.817622469629599
242,0.819004563731816
243,0.820459507881934
244,0.821973577277484
245,0.823533047115996
246,0.825124192595001
247,0.826733288912029
248,0.828346611264612
249,0.829950434850279
250,0.831531034866561
251,0.833074686510988
252,0.834567664981092
253,0.835996245474403
254,0.837346703188452
255,0.838710081336063
256,0.840178654931155
257,0.841740546872896
258,0.843383880060457
259,0.845096777393005
260,0.846867361769709
261,0.84868375608974
262,0.850534083252266
263,0.852406466156456
264,0.85428902770148
265,0.856169890786505
266,0.858037178310702
267,0.859879013173239
268,0.861683518273286
269,0.863438816510011
270,0.865133030782584
271,0.866754283990173
272,0.868290699031949
273,0.86981364300361
274,0.871396980240392
275,0.873032579500764
276,0.874712309543195
277,0.876428039126155
278,0.878171637008114
279,0.879934971947539
280,0.881709912702902
281,0.883488328032672
282,0.885262086695318
283,0.887023057449309
284,0.888763109053115
285,0.890474110265206
286,0.892147929844051
287,0.893776436548119
288,0.89535149913588
289,0.896864986365803
290,0.898368433170914
291,0.899914562859746
292,0.901497026754027
293,0.903109476175488
294,0.904745562445859
295,0.90639893688687
296,0.908063250820252
297,0.909732155567734
298,0.911399302451046
299,0.913058342791919
300,0.914702927912082
301,0.916326709133265
302,0.917923337777199
303,0.919486465165614
304,0.921009742620239
305,0.922486821462804
306,0.923911353015041
307,0.925276988598677
308,0.926594835743851
309,0.927882035530093
310,0.929141289603229
311,0.930375299609085
312,0.931586767193487
313,0.932778394002259
314,0.933952881681227
315,0.935112931876218
316,0.936261246233056
317,0.937400526397566
318,0.938533474015576
319,0.939662790732908
320,0.940791178195391
321,0.941921338048848
322,0.943055971939105
323,0.944197781511988
324,0.945349468413323
325,0.946493468052361
326,0.947611768657329
327,0.948706401102514
328,0.949779396262202
329,0.950832785010681
330,0.951868598222238
331,0.952888866771161
332,0.953895621531735
333,0.954890893378247
334,0.955876713184986
335,0.956855111826238
336,0.95782812017629
337,0.958797769109428
338,0.959766089499941
339,0.960735112222115
340,0.961706868150237
341,0.962683388158594
342,0.963666703121473
343,0.964675473813386
344,0.965722673622676
345,0.96680180234438
346,0.967906359773535
347,0.969029845705177
348,0.970165759934343
349,0.971307602256069
350,0.972448872465392
351,0.973583070357348
352,0.974703695726974
353,0.975804248369306
354,0.976878228079382
355,0.977919134652237
356,0.978920467882907
357,0.979875727566431
358,0.980778413497843
359,0.981622025472181
360,0.982400063284481
361,0.98315985771097
362,0.983949019349341
363,0.98476146772683
364,0.985591122370674
365,0.986431902808109
